Year,Team Name,TotalAttendance,HomeTotal,AwayTotal,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
2014,Indianapolis Colts,"1,101,258","523,004","578,254","76,939","64,871","60,601","64,757","65,258","71,787","66,539","62,479","77,975",Bye,"66,751","64,328","65,352","67,431","65,148","91,899","69,143"
2014,Jacksonville Jaguars,"1,066,627","524,335","542,292","69,596","80,037","60,601","56,553","66,198","69,143","61,341","65,633","60,057","83,603",Bye,"64,328","64,687","61,070","70,801","61,202","71,777"
2014,Kansas City Chiefs,"1,127,251","599,743","527,508","73,569","76,900","70,313","76,613","70,799",Bye,"65,260","75,972","74,127","68,119","76,463","52,865","76,894","62,387","72,153","60,865","73,952"
2014,Miami Dolphins,"1,128,798","560,280","568,518","70,630","69,954","70,313","83,436",Bye,"70,875","62,413","65,633","70,222","63,179","71,573","76,987","78,160","70,244","68,756","66,203","70,220"
2014,Minnesota Vikings,"940,423","417,906","522,517","55,919","52,350","73,005","52,173","78,054","52,213","68,477","56,577","52,252",Bye,"61,792","52,386","52,016","52,152","62,490","66,203","52,364"
2014,New England Patriots,"1,111,983","550,048","561,935","70,630","52,350","68,756","76,613","68,756","70,185","68,756","68,756","68,756",Bye,"66,751","68,756","78,431","68,815","68,756","78,160","68,756"
2014,New Orleans Saints,"1,133,987","584,900","549,087","70,706","67,407","73,005","91,176","73,004",Bye,"63,271","73,146","73,663","73,129","73,073","73,373","61,916","73,006","60,996","73,164","59,952"
2014,New York Giants,"1,195,369","631,738","563,631","64,401","78,344","77,462","80,573","80,307","69,596","91,028",Bye,"77,975","68,352","80,352","80,520","64,687","69,143","77,628","55,851","79,150"
2014,New York Jets,"1,157,234","625,280","531,954","78,160","78,041","78,160","78,160","63,471","78,160","68,756","78,160","74,127","78,160",Bye,"56,044","78,160","52,152","69,143","78,160","70,220"
2014,Oakland Raiders,"1,013,469","459,333","554,136","78,160","54,063","68,756","83,436",Bye,"53,329","52,101","67,431","68,337","54,803","66,720","52,865","55,650","55,300","72,153","53,436","76,929"
2014,Philadelphia Eagles,"1,153,703","556,768","596,935","69,596","64,871","69,596","70,799","69,596","69,596",Bye,"61,789","71,780","69,596","78,270","69,596","91,379","69,596","69,596","78,897","79,150"
2014,Pittsburgh Steelers,"1,060,542","497,811","562,731","64,598","71,181","73,945","62,910","66,198","67,431","56,375","62,479","63,971","78,160","69,143",Bye,"61,916","65,512","71,161","60,865","64,697"
2014,San Diego Chargers,"1,069,529","523,457","546,072","61,292","67,916","68,611","56,553","63,471","53,329","65,260","76,907","70,222",Bye,"66,720","66,040","71,060","68,815","68,682","70,699","73,952"
2014,San Francisco 49ers,"1,130,143","566,192","563,951","91,174","70,799","61,572","70,799","70,799","56,851","77,047",Bye,"70,799","73,129","80,352","70,799","70,799","55,300","68,526","70,699","70,699"
2014,Seattle Seahawks,"1,107,297","547,298","559,999","68,424","67,916","68,447",Bye,"79,522","68,432","57,855","74,042","68,337","68,352","76,463","68,327","70,799","69,596","68,526","63,806","68,453"
2014,St. Louis Rams,"999,412","456,146","543,266","55,919","59,923","58,739",Bye,"69,596","56,851","57,855","75,972","70,799","61,363","59,401","66,040","55,650","71,120","55,880","55,851","68,453"
2014,Tampa Bay Buccaneers,"1,023,818","477,273","546,545","62,442","59,923","70,318","62,910","73,004","60,041",Bye,"56,577","67,431","57,751","77,442","61,109","56,340","61,489","72,842","64,247","59,952"
2014,Tennessee Titans,"1,096,866","553,144","543,722","73,569","69,143","56,743","64,757","69,143","69,143","75,227","69,143",Bye,"70,914","69,143","69,596","71,714","69,143","69,143","61,202","69,143"
2014,Washington Redskins,"1,179,306","623,715","555,591","71,770","80,037","69,596","80,573","79,522","61,139","75,227","87,055","52,252",Bye,"77,442","70,799","65,352","71,120","77,628","78,897","80,897"
2015,Arizona Cardinals,"1,028,446","513,487","514,959","62,903","62,351","63,663","63,146","60,816","63,846","64,722","67,431",Bye,"69,005","64,745","70,799","51,115","64,784","69,596","64,878","64,646"
2015,Atlanta Falcons,"1,134,671","562,845","571,826","70,516","77,678","90,345","69,904","70,178","73,018","63,329","70,524","70,799",Bye,"70,433","70,610","58,221","74,420","64,016","70,981","69,699"
2015,Baltimore Ravens,"1,083,919","568,018","515,901","76,798","53,500","70,970","63,929","71,046","70,799","64,722","70,829",Bye,"70,837","71,105","64,380","64,519","71,179","70,791","71,261","57,254"
2015,Buffalo Bills,"1,140,809","559,047","581,762","70,319","70,858","64,869","70,677","65,670","69,593","84,021",Bye,"70,214","78,160","66,829","72,493","68,544","69,596","80,124","70,172","68,670"
2015,Carolina Panthers,"1,157,689","592,454","565,235","60,733","73,254","73,402","57,468",Bye,"69,020","74,194","74,136","74,461","63,591","74,418","90,909","73,097","74,420","79,436","70,981","74,169"
2015,Chicago Bears,"1,020,065","496,287","523,778","62,442","62,351","69,002","62,409","75,799","57,648",Bye,"62,311","68,033","58,653","62,483","78,488","62,088","61,026","52,421","63,734","61,177"
2015,Cincinnati Bengals,"1,028,118","491,118","537,000","54,500","57,579","70,970","57,498","65,004","69,593",Bye,"64,750","65,816","61,381","64,745","61,022","64,775","65,564","70,799","76,868","57,254"
2015,Cleveland Browns,"1,062,262","529,488","532,774","78,160","67,431","67,431","63,710","71,046","67,431","51,523","67,431","65,816","64,402",Bye,"64,380","64,775","63,916","69,002","69,115","66,693"
2015,Dallas Cowboys,"1,312,509","731,672","580,837","93,579","69,296","90,345","73,009","93,054",Bye,"80,319","91,486","91,827","64,113","65,115","90,909","80,444","78,369","90,345","70,172","90,127"
2015,Denver Broncos,"1,141,878","615,381","526,497","76,798","76,404","62,920","77,029","54,500","67,431",Bye,"77,075","66,894","76,973","62,483","76,970","68,631","76,824","67,234","76,868","76,844"
2015,Detroit Lions,"1,025,745","490,782","534,963","66,093","52,319","62,920","69,005","60,816","57,648","60,231","83,624",Bye,"78,526","60,202","64,445","63,207","51,202","73,017","61,313","61,177"
2015,Green Bay Packers,"1,147,786","627,308","520,478","62,442","78,433","78,214","70,799","78,432","78,434",Bye,"77,075","74,461","78,526","52,529","78,488","63,207","78,369","55,087","64,878","78,412"
2015,Houston Texans,"1,098,814","574,159","524,655","71,776","73,254","71,718","69,904","71,732","58,085","65,251","71,630",Bye,"61,381","71,718","71,778","68,544","71,908","66,083","62,153","71,899"
2015,Indianapolis Colts,"1,067,476","528,381","539,095","70,319","65,220","65,920","65,609","71,732","66,726","66,420","74,136","66,894",Bye,"70,433","65,696","58,701","62,372","66,083","65,482","65,733"
2015,Jacksonville Jaguars,"1,056,511","514,268","542,243","60,733","65,443","66,829","65,609","58,490","58,085","84,021",Bye,"78,160","70,837","60,121","59,477","57,355","62,372","64,016","73,064","71,899"
2015,Kansas City Chiefs,"1,130,807","602,228","528,579","71,776","76,404","78,214","57,498","75,799","52,480","76,365","83,624",Bye,"76,973","65,837","72,493","55,010","72,314","70,791","69,115","76,114"
2015,Miami Dolphins,"1,093,320","537,548","555,772","76,512","65,443","64,869","83,986",Bye,"62,342","65,251","66,829","70,214","69,596","65,115","78,160","64,519","65,408","66,676","65,482","62,918"
2015,Minnesota Vikings,"958,016","419,440","538,576","70,499","52,319","52,400","77,029",Bye,"52,480","60,231","62,311","52,406","54,700","52,529","70,610","52,430","64,784","52,421","52,455","78,412"
2015,New England Patriots,"1,136,287","534,632","601,655","66,829","70,858","66,829",Bye,"93,054","66,726","66,829","66,829","66,829","81,061","66,829","76,970","66,829","71,908","66,829","78,160","62,918"
2015,New Orleans Saints,"1,135,027","584,305","550,722","62,903","73,006","73,402","73,009","69,296","73,018","66,420","73,019","73,075","75,086",Bye,"71,778","73,097","62,138","73,017","73,064","69,699"
2015,New York Giants,"1,198,163","632,011","566,152","93,579","77,678","76,081","70,677","78,515","69,296","80,319","73,019","64,351","81,061",Bye,"77,367","80,898","65,408","79,436","52,455","78,023"
2015,New York Jets,"1,207,646","625,280","582,366","78,160","65,220","78,160","83,986",Bye,"78,160","66,829","54,700","78,160","78,160","71,718","78,160","80,898","78,160","90,345","78,160","68,670"
2015,Oakland Raiders,"970,514","436,397","534,117","54,500","53,500","67,431","62,409","54,500",Bye,"67,542","54,700","65,520","54,700","60,202","58,075","55,010","76,824","55,087","54,400","76,114"
2015,Philadelphia Eagles,"1,154,629","555,868","598,761","70,516","69,296","78,160","74,767","69,296","69,296","74,194",Bye,"91,827","69,596","69,596","64,445","66,829","69,596","69,596","69,596","78,023"
2015,Pittsburgh Steelers,"1,050,712","514,854","535,858","66,829","66,472","52,433","63,929","67,658","63,846","76,365","64,750","65,520","64,402",Bye,"69,055","58,701","65,564","67,234","71,261","66,693"
2015,San Diego Chargers,"1,056,457","534,180","522,277","66,093","57,579","52,400","63,710","67,658","78,434","67,542","70,829","68,033",Bye,"65,837","59,477","68,631","72,314","66,676","54,400","76,844"
2015,San Francisco 49ers,"1,082,259","566,092","516,167","70,499","66,472","63,663","70,799","78,515","70,799","70,799","51,207","70,799",Bye,"68,993","70,799","62,088","63,916","70,799","61,313","70,799"
2015,Seattle Seahawks,"1,097,931","552,162","545,769","51,792","78,433","69,002","69,005","65,004","69,020","70,799","91,486",Bye,"69,005","68,993","69,055","52,430","71,179","69,002","69,080","64,646"
2015,St. Louis Rams,"957,670","419,220","538,450","51,792","72,460","52,433","63,146","78,432",Bye,"51,523","51,207","52,406","58,653","71,105","61,022","51,115","51,202","51,295","69,080","70,799"
2015,Tampa Bay Buccaneers,"1,041,376","492,460","548,916","63,945","73,006","71,718","57,468","58,490",Bye,"72,912","70,524","64,351","64,113","69,596","65,696","58,221","62,138","51,295","63,734","74,169"
2015,Tennessee Titans,"1,045,359","498,435","546,924","63,945","67,431","65,920",Bye,"65,670","62,342","63,329","71,630","73,075","63,591","60,121","58,075","57,355","78,160","66,829","62,153","65,733"
2015,Washington Redskins,"1,196,087","609,672","586,415","76,512","72,460","76,081","74,767","70,178","78,160","72,912",Bye,"66,829","75,086","74,418","77,367","80,444","61,026","80,124","69,596","90,127"
2016,Arizona Cardinals,"1,083,135","518,652","564,483","64,864","64,230","68,647","64,622","70,178","64,709","65,089","74,088",Bye,"65,127","66,808","69,233","64,939","65,750","65,072","69,050","80,729"
2016,Atlanta Falcons,"1,116,392","559,998","556,394","69,382","54,081","73,003","70,508","76,802","69,071","69,832","70,165","57,797","69,596",Bye,"69,233","69,879","82,495","70,164","73,549","70,835"
2016,Baltimore Ravens,"1,134,133","568,823","565,310","71,104","67,431","60,127","71,152","71,318","78,487","78,160",Bye,"71,286","70,921","93,056","70,903","70,916","66,829","71,223","66,276","54,944"
2016,Buffalo Bills,"1,098,702","548,073","550,629","71,104","70,256","68,647","66,829","83,679","70,003","65,658","70,442","69,084",Bye,"61,356","67,849","54,759","69,657","66,529","64,690","78,160"
2016,Carolina Panthers,"1,159,680","590,343","569,337","76,843","74,143","73,813","70,508","73,425","73,138",Bye,"74,088","86,109","74,181","73,288","54,909","69,104","73,856","76,689","73,549","62,037"
2016,Chicago Bears,"1,060,607","482,951","577,656","71,933","62,268","90,554","60,841","66,622","61,054","78,217","60,422",Bye,"62,898","78,898","59,494","59,782","61,726","61,137","57,953","66,808"
2016,Cincinnati Bengals,"1,088,770","508,071","580,699","78,160","65,072","63,850","60,834","91,653","66,829","65,047","84,488",Bye,"76,218","61,356","70,903","55,456","60,028","62,096","71,836","54,944"
2016,Cleveland Browns,"1,044,825","514,489","530,336","69,596","67,431","65,176","76,249","67,431","60,897","65,047","67,431","67,431","70,921","67,431","60,034",Bye,"60,028","66,529","57,272","55,921"
2016,Dallas Cowboys,"1,322,087","740,318","581,769","92,867","80,612","90,554","70,178","91,653","78,481",Bye,"93,103","67,431","67,737","93,056","93,099","66,860","80,874","93,101","92,885","69,596"
2016,Denver Broncos,"1,133,943","614,193","519,750","76,843","76,379","63,850","60,375","76,802","58,904","76,865","76,756","54,957","73,138",Bye,"76,819","63,075","68,780","76,893","76,671","76,836"
2016,Detroit Lions,"1,075,305","486,342","588,963","65,566","58,466","78,411","60,841","58,047","56,018","60,461","71,882","66,807",Bye,"61,486","63,793","73,137","61,726","79,434","92,885","66,345"
2016,Green Bay Packers,"1,169,215","625,727","543,488","63,179","66,813","78,411",Bye,"78,401","78,481","78,217","70,165","78,437","69,116","77,137","69,596","77,867","78,057","61,137","77,856","66,345"
2016,Houston Texans,"1,132,210","574,947","557,263","71,933","71,890","66,829","71,815","66,683","71,891","76,865","71,882",Bye,"62,091","76,473","71,897","77,867","65,250","71,803","71,836","65,205"
2016,Indianapolis Colts,"1,100,210","524,393","575,817","65,566","76,379","64,747","83,764","66,622","71,891","65,470","65,417","78,437",Bye,"65,048","66,583","78,160","65,250","66,820","54,896","65,160"
2016,Jacksonville Jaguars,"1,031,602","517,172","514,430","63,179","52,165","60,127","83,764",Bye,"61,054","62,614","61,619","73,294","62,091","61,486","67,849","63,075","62,701","71,803","59,621","65,160"
2016,Kansas City Chiefs,"1,115,214","586,624","528,590","73,238","71,890","71,587","61,278",Bye,"54,211","76,282","65,417","73,294","74,181","72,277","76,819","69,879","75,191","68,084","76,671","54,915"
2016,Los Angeles Rams,"1,198,268","665,318","532,950","70,178","91,046","55,009","64,622","83,679","56,018","74,121",Bye,"86,109","78,160","83,483","73,067","66,829","82,495","69,067","83,656","80,729"
2016,Miami Dolphins,"1,073,132","524,101","549,031","69,012","66,829","65,176","60,834","64,425","65,351","65,658",Bye,"65,722","55,107","83,483","65,856","70,916","65,750","78,160","64,690","66,163"
2016,Minnesota Vikings,"1,084,502","534,289","550,213","63,816","66,813","73,813","66,690","66,683",Bye,"69,596","60,422","66,807","78,216","66,808","63,793","66,860","62,701","66,820","77,856","66,808"
2016,New England Patriots,"1,094,772","534,632","560,140","64,864","66,829","66,829","66,829","67,431","66,829","66,009","70,442",Bye,"66,829","70,178","78,160","66,829","66,829","76,893","66,829","66,163"
2016,New Orleans Saints,"1,141,039","584,876","556,163","73,028","77,727","73,003","60,641",Bye,"73,138","76,282","73,188","70,178","73,138","73,288","73,067","73,137","62,140","65,072","73,177","70,835"
2016,New York Giants,"1,217,320","630,315","587,005","92,867","77,727","78,368","66,690","78,401","78,487","74,121",Bye,"80,309","76,218","78,898","60,034","65,825","80,874","79,434","69,596","79,471"
2016,New York Jets,"1,168,377","625,280","543,097","78,160","70,256","71,587","78,160","66,385","64,709","78,160","67,431","65,722","78,160",Bye,"78,160","78,160","70,178","78,160","66,829","78,160"
2016,Oakland Raiders,"1,009,172","458,561","550,611","73,028","54,081","62,370","71,152","54,275","54,211","62,614","61,068","54,957",Bye,"76,473","54,909","54,759","75,191","68,352","54,896","76,836"
2016,Philadelphia Eagles,"1,125,298","556,768","568,530","69,596","62,268","69,596",Bye,"58,047","78,934","69,596","93,103","80,309","69,596","69,190","69,596","55,456","69,596","71,223","69,596","69,596"
2016,Pittsburgh Steelers,"1,065,627","514,503","551,124","79,124","65,072","69,596","61,278","66,385","65,351","66,009",Bye,"71,286","67,737","67,431","66,583","65,825","69,657","62,096","66,276","55,921"
2016,San Diego Chargers,"998,070","456,197","541,873","73,238","52,165","64,747","60,641","54,275","58,904","69,832","76,756","52,281","55,107",Bye,"71,897","53,832","73,856","68,352","57,272","54,915"
2016,San Francisco 49ers,"1,119,165","561,424","557,741","70,178","74,143","69,010","70,178","70,178","70,003","70,178",Bye,"70,178","65,127","70,178","65,856","59,782","70,178","70,164","83,656","70,178"
2016,Seattle Seahawks,"1,138,809","552,588","586,221","69,012","91,046","69,010","78,160",Bye,"69,071","65,089","73,188","69,084","66,829","69,190","63,674","69,104","78,057","69,067","69,050","70,178"
2016,Tampa Bay Buccaneers,"1,054,600","484,998","569,602","69,382","64,230","55,009","60,375","73,425",Bye,"70,178","61,068","57,797","62,898","72,277","63,674","53,832","62,140","93,101","73,177","62,037"
2016,Tennessee Titans,"1,016,507","517,273","499,234","63,816","58,466","62,370","71,815","64,425","60,897","65,470","61,619","52,281","69,116","65,048","59,494",Bye,"68,780","68,084","59,621","65,205"
2016,Washington Redskins,"1,206,654","626,432","580,222","79,124","80,612","78,368","76,249","71,318","78,934","60,461","84,488",Bye,"78,216","77,137","93,099","64,939","69,596","76,689","57,953","79,471"
2017,Arizona Cardinals,"1,063,084","513,741","549,343","60,957","63,137","65,102","64,121","69,596","63,999","73,736",Bye,"70,133","64,639","71,680","63,891","63,986","64,153","71,026","63,850","69,078"
2017,Atlanta Falcons,"1,123,058","575,681","547,377","61,857","70,826","63,240","71,273",Bye,"70,593","65,878","77,562","74,244","73,761","69,026","71,036","71,185","72,866","62,382","73,188","74,141"
2017,Baltimore Ravens,"1,088,056","564,709","523,347","55,254","70,605","84,592","71,126","54,980","70,616","66,751","70,408","67,322",Bye,"77,945","70,357","70,500","60,069","56,434","70,590","70,507"
2017,Buffalo Bills,"1,040,917","534,200","506,717","68,751","74,122","68,865","71,273","52,367",Bye,"68,561","69,599","77,562","67,501","25,015","74,929","68,499","60,222","62,202","65,878","65,571"
2017,Carolina Panthers,"1,133,961","588,942","545,019","70,178","74,122","73,775","65,878","64,288","74,373","61,256","58,545","74,244","72,790",Bye,"77,562","73,171","73,728","74,447","71,463","74,141"
2017,Chicago Bears,"1,021,219","488,137","533,082","61,857","56,640","61,172","78,362","61,834","70,616","61,256","73,192",Bye,"61,285","60,635","69,596","61,302","52,002","65,872","58,796","66,802"
2017,Cincinnati Bengals,"978,253","425,937","552,316","55,254","52,942","78,323","67,431","52,367",Bye,"65,363","57,901","60,720","67,432","75,707","51,710","56,029","52,002","66,833","47,732","70,507"
2017,Cleveland Browns,"968,007","511,060","456,947","67,431","70,605","63,351","67,431","62,032","71,815","59,061","74,237",Bye,"64,646","57,003","51,710","25,320","67,431","56,434","58,796","50,704"
2017,Dallas Cowboys,"1,309,211","741,775","567,436","93,183","76,919","65,102","91,869","93,329",Bye,"70,133","78,428","93,273","73,761","93,247","93,012","91,712","78,125","55,372","92,150","69,596"
2017,Denver Broncos,"1,106,590","610,846","495,744","76,324","76,919","68,865","76,909",Bye,"76,721","25,388","76,573","69,596","76,820","75,707","53,930","65,092","75,518","63,411","72,889","75,928"
2017,Detroit Lions,"1,046,765","513,100","533,665","60,957","77,004","63,240","66,730","64,288","73,117",Bye,"64,983","77,575","64,646","60,635","66,613","70,500","60,372","65,872","47,732","62,501"
2017,Green Bay Packers,"1,183,556","624,742","558,814","78,381","70,826","78,323","78,362","93,329","66,848","78,380",Bye,"77,575","61,285","77,945","62,147","77,684","67,431","74,447","78,092","62,501"
2017,Houston Texans,"1,080,447","574,197","506,250","71,710","52,942","65,878","71,804","71,835","71,815",Bye,"69,025","71,709","60,032","71,680","70,357","62,758","71,802","64,701","71,842","60,557"
2017,Indianapolis Colts,"1,022,042","507,525","514,517","60,128","63,137","63,351","68,872","65,612","63,888","63,104","57,901","71,709","66,146",Bye,"62,207","61,207","60,222","63,411","70,590","60,557"
2017,Jacksonville Jaguars,"1,049,568","514,427","535,141","71,710","61,709","84,592","77,562","66,237","56,232","63,104",Bye,"60,720","60,835","57,003","63,891","61,207","64,431","64,701","70,133","65,501"
2017,Kansas City Chiefs,"1,134,166","592,851","541,315","65,878","74,971","25,386","74,587","71,835","76,994","55,090","76,573","93,273",Bye,"76,363","74,929","77,562","74,461","75,011","65,325","75,928"
2017,Los Angeles Chargers,"783,367","202,687","580,680","76,324","25,381","25,386","25,374","77,373","54,685","25,388","65,878",Bye,"60,835","25,015","93,012","25,320","25,393","75,011","77,562","25,430"
2017,Los Angeles Rams,"1,062,261","507,136","555,125","60,128","56,612","70,178","91,869","60,745","56,232","73,736",Bye,"76,877","60,032","66,809","62,006","63,986","67,752","69,077","60,097","66,125"
2017,Miami Dolphins,"1,051,161","541,022","510,139",Bye,"25,381","77,562","84,423","65,135","70,593","65,025","70,408","65,139","72,790","65,089","65,878","65,092","65,548","62,202","65,325","65,571"
2017,Minnesota Vikings,"1,099,905","533,769","566,136","66,606","65,971","66,390","66,730","61,834","66,848","66,751","74,237",Bye,"74,476","66,809","66,613","71,185","73,728","66,833","78,092","66,802"
2017,New England Patriots,"1,099,028","527,024","572,004","65,878","73,168","65,878","65,878","64,476","77,562","65,878","65,878",Bye,"76,820","77,357","65,878","68,499","65,548","68,574","65,878","65,878"
2017,New Orleans Saints,"1,146,046","585,113","560,933","66,606","73,168","73,775","84,423",Bye,"73,117","78,380","73,192","73,121","67,501","73,138","62,006","73,171","72,866","73,018","73,188","55,376"
2017,New York Giants,"1,183,037","617,434","565,603","93,183","77,004","69,596","63,916","77,373","76,721","78,527",Bye,"76,877","70,133","76,363","73,210","54,994","78,125","76,896","63,850","76,269"
2017,New York Jets,"1,143,358","620,496","522,862","68,751","54,729","77,562","77,562","62,032","77,562","65,025","77,562","77,562","57,911",Bye,"77,562","77,562","75,518","73,018","77,562","65,878"
2017,Oakland Raiders,"988,483","461,137","527,346","69,089","54,729","77,123","76,909","54,980","54,685","55,090","69,599","65,139",Bye,"77,357","53,930","54,994","74,461","55,372","69,596","25,430"
2017,Philadelphia Eagles,"1,117,141","556,768","560,373","78,685","74,971","69,596","25,374","69,596","74,373","69,596","69,596","69,596",Bye,"93,247","69,596","69,075","67,752","76,896","69,596","69,596"
2017,Pittsburgh Steelers,"1,035,491","499,768","535,723","67,431","65,971","61,172","71,126","66,237","76,994","65,363","64,983",Bye,"66,146","60,703","62,147","56,029","60,069","68,574","71,842","50,704"
2017,San Francisco 49ers,"1,104,010","561,155","542,855","70,178","68,729","70,178","64,121","65,612","75,568","70,133","69,596","70,133","70,133",Bye,"70,134","61,302","71,802","70,133","70,133","66,125"
2017,Seattle Seahawks,"1,129,943","551,809","578,134","78,381","68,729","69,127","68,872","60,745",Bye,"78,527","69,025","68,927","64,639","69,026","70,134","69,075","64,431","69,077","92,150","69,078"
2017,Tampa Bay Buccaneers,"1,036,961","479,618","557,343",Bye,"56,640","66,390","63,916","64,476","63,999","68,561","58,545","73,121","57,911","65,089","71,036","77,684","60,372","62,382","71,463","55,376"
2017,Tennessee Titans,"1,040,119","525,214","514,905","69,089","61,709","69,127","71,804","65,135","63,888","59,061",Bye,"67,322","67,432","60,703","62,207","62,758","64,153","70,133","60,097","65,501"
2017,Washington Redskins,"1,137,639","601,405","536,234","78,685","56,612","77,123","74,587",Bye,"75,568","69,596","78,428","68,927","74,476","73,138","73,210","91,712","25,393","71,026","72,889","76,269"
2018,Arizona Cardinals,"1,018,127","496,111","522,016","61,613","66,515","62,163","61,845","68,337","66,801","62,359","61,923",Bye,"76,712","62,435","25,343","77,234","62,014","72,084","61,759","68,990"
2018,Atlanta Falcons,"1,119,143","583,184","535,959","69,696","72,528","74,457","71,985","64,781","72,665","72,756",Bye,"62,386","62,144","74,447","73,017","72,262","77,329","72,084","73,722","52,884"
2018,Baltimore Ravens,"1,053,383","563,451","489,932","70,591","50,018","70,156","62,030","67,431","64,441","70,639","73,843","70,997",Bye,"70,077","70,035","72,262","74,336","70,031","25,571","70,925"
2018,Buffalo Bills,"1,072,899","519,695","553,204","70,591","69,187","66,800","78,312","68,202","71,638","56,848","70,109","68,749","77,982",Bye,"57,799","65,155","59,119","59,110","65,878","67,420"
2018,Carolina Panthers,"1,102,756","590,182","512,574","74,532","72,528","72,161",Bye,"74,221","60,482","69,696","73,843","73,513","62,881","61,999","74,002","52,568","59,392","74,188","73,722","73,028"
2018,Chicago Bears,"1,045,568","490,750","554,818","78,282","57,960","62,163","61,893",Bye,"65,791","62,389","61,397","68,749","61,393","61,651","65,684","76,465","61,695","62,372","70,806","66,878"
2018,Cincinnati Bengals,"911,289","406,028","505,261","58,699","50,018","72,161","71,985","52,708","60,594","75,676","45,134",Bye,"52,492","70,077","56,122","44,392","25,358","44,568","67,431","63,874"
2018,Cleveland Browns,"1,045,441","526,122","519,319","67,431","73,086","67,431","53,387","67,431","67,431","53,682","63,780","67,431","62,144",Bye,"56,122","71,741","59,392","76,596","67,431","70,925"
2018,Dallas Cowboys,"1,303,393","732,958","570,435","74,532","90,512","69,047","90,155","72,008","90,767","66,301",Bye,"90,466","69,696","74,447","92,076","93,004","93,127","66,654","92,851","77,750"
2018,Denver Broncos,"1,092,324","611,571","480,753","76,761","76,696","70,156","76,656","77,982","76,109","62,359","77,103","76,270",Bye,"25,462","76,536","44,392","69,449","76,596","53,850","75,947"
2018,Detroit Lions,"1,054,328","502,061","552,267","61,352","70,164","61,769","90,155","63,405",Bye,"65,265","65,237","66,825","61,393","61,999","65,684","60,974","62,014","59,110","61,641","77,341"
2018,Green Bay Packers,"1,163,842","622,677","541,165","78,282","78,461","59,827","78,312","63,405","77,642",Bye,"75,822","65,878","78,076","69,007","66,872","77,234","77,329","62,372","77,982","77,341"
2018,Houston Texans,"1,112,480","574,439","538,041","65,878","62,372","71,838","57,716","72,008","71,638","66,534","71,726","76,270",Bye,"61,593","71,826","71,741","71,814","77,982","69,696","71,848"
2018,Indianapolis Colts,"1,006,361","473,598","532,763","58,699","57,013","69,696","57,716","65,878","77,982","56,848","54,372",Bye,"57,473","57,401","57,069","67,030","71,814","66,654","61,738","68,978"
2018,Jacksonville Jaguars,"1,109,899","552,589","557,310","77,992","68,527","64,015","65,353","75,289","90,767","66,534","85,870",Bye,"57,473","67,683","57,799","67,030","60,344","67,577","65,798","71,848"
2018,Kansas City Chiefs,"1,107,376","607,780","499,596","25,351","63,956","76,023","76,656","75,289","65,878","75,676","77,103","67,431","76,712","77,002",Bye,"54,255","74,336","75,091","69,067","77,550"
2018,Los Angeles Chargers,"803,556","262,145","541,411","25,351","69,187","68,947","25,397","25,362","67,431","84,301",Bye,"68,989","54,750","25,462","25,343","61,069","25,358","75,091","25,571","75,947"
2018,Los Angeles Rams,"1,102,409","579,439","522,970","53,857","66,515","68,947","72,027","68,893","76,109","66,597","75,822","73,086","72,755","77,002",Bye,"60,974","61,695","74,210","61,759","72,161"
2018,Miami Dolphins,"1,062,180","524,480","537,700","65,184","77,982","65,667","65,878","52,708","65,791","65,265","71,726","65,533","78,076",Bye,"57,069","65,155","66,087","66,841","65,798","67,420"
2018,Minnesota Vikings,"1,090,834","534,491","556,343","66,673","78,461","66,800","72,027","69,696","66,801","77,982","66,801","66,825",Bye,"61,651","66,872","65,878","69,007","66,841","61,641","66,878"
2018,New England Patriots,"1,068,530","527,024","541,506","65,878","68,527","61,769","65,878","65,878","65,878","62,389","70,109","65,878","69,363",Bye,"77,982","65,878","66,087","65,280","65,878","65,878"
2018,New Orleans Saints,"1,147,700","584,411","563,289","73,038","73,086","74,457","78,213","73,028",Bye,"70,639","66,801","73,086","52,492","73,042","73,017","93,004","53,495","74,188","73,086","73,028"
2018,New York Giants,"1,183,132","615,525","567,607","77,992","90,512","71,838","78,213","74,221","77,167","72,756","77,537",Bye,"69,409","75,863","69,696","76,465","57,437","74,538","61,738","77,750"
2018,New York Jets,"1,130,823","623,856","506,967","61,352","77,982","67,431","65,353","77,982","77,982","77,982","61,397","65,533","77,982",Bye,"77,982","60,904","59,119","77,982","77,982","65,878"
2018,Oakland Raiders,"955,258","463,353","491,905","53,857","76,696","65,667","53,387","25,362","84,922",Bye,"54,372","69,592","54,750","62,435","70,035","54,255","53,960","44,568","53,850","77,550"
2018,Philadelphia Eagles,"1,149,737","557,568","592,169","69,696","56,552","69,696","69,013","69,696","77,167","69,696","85,870",Bye,"69,696","73,042","69,696","69,696","93,127","74,210","69,696","63,188"
2018,Pittsburgh Steelers,"1,040,509","507,651","532,858","67,431","63,956","62,571","62,030","64,781","60,594",Bye,"63,780","70,997","62,881","67,683","76,536","61,069","53,960","65,280","73,086","63,874"
